decision_id,date,asof,period_start,period_end,ticker,weight,value_index,quantity,quantity_status,alpha_score,risk_score,risk_score_status,rank,sector,sector_status,entry_date,days_held
1,2014-01-31,2014-01-31,2014-01-31,2014-02-28,CAT,0.507863682604273,50.786368260427295,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,0.8166666666666668,,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,1.0,,HISTORICAL_PIT_SECTOR_NOT_PERSISTED_IN_V10_CORE_PANEL,2014-01-31,0.0
1,2014-01-31,2014-01-31,2014-01-31,2014-02-28,EOG,0.0,0.0,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,0.6784722222222223,,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,5.0,,HISTORICAL_PIT_SECTOR_NOT_PERSISTED_IN_V10_CORE_PANEL,2014-01-31,0.0
1,2014-01-31,2014-01-31,2014-01-31,2014-02-28,MRK,0.0,0.0,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,0.6298611111111111,,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,8.0,,HISTORICAL_PIT_SECTOR_NOT_PERSISTED_IN_V10_CORE_PANEL,2014-01-31,0.0
1,2014-01-31,2014-01-31,2014-01-31,2014-02-28,NFLX,0.43703289250593397,43.7032892505934,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,0.8069444444444445,,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,2.0,,HISTORICAL_PIT_SECTOR_NOT_PERSISTED_IN_V10_CORE_PANEL,2014-01-31,0.0
1,2014-01-31,2014-01-31,2014-01-31,2014-02-28,PBR,0.0,0.0,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,0.6680555555555556,,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,6.0,,HISTORICAL_PIT_SECTOR_NOT_PERSISTED_IN_V10_CORE_PANEL,2014-01-31,0.0
1,2014-01-31,2014-01-31,2014-01-31,2014-02-28,QCOM,0.0,0.0,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,0.6368055555555555,,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,7.0,,HISTORICAL_PIT_SECTOR_NOT_PERSISTED_IN_V10_CORE_PANEL,2014-01-31,0.0
1,2014-01-31,2014-01-31,2014-01-31,2014-02-28,UNH,0.00041030857917936735,0.04103085791793674,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,0.686111111111111,,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,4.0,,HISTORICAL_PIT_SECTOR_NOT_PERSISTED_IN_V10_CORE_PANEL,2014-01-31,0.0
1,2014-01-31,2014-01-31,2014-01-31,2014-02-28,VZ,0.05469311631061371,5.4693116310613705,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,0.7263888888888889,,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,3.0,,HISTORICAL_PIT_SECTOR_NOT_PERSISTED_IN_V10_CORE_PANEL,2014-01-31,0.0
2,2014-02-28,2014-02-28,2014-02-28,2014-03-31,DE,0.0,0.0,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,0.6520833333333332,,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,5.0,,HISTORICAL_PIT_SECTOR_NOT_PERSISTED_IN_V10_CORE_PANEL,2014-02-28,0.0
2,2014-02-28,2014-02-28,2014-02-28,2014-03-31,EOG,0.0,0.0,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,0.5520833333333334,,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,8.0,,HISTORICAL_PIT_SECTOR_NOT_PERSISTED_IN_V10_CORE_PANEL,2014-01-31,28.0
