asof,feature,n_available,n_total,coverage
2024-04-30,q_roe,156,181,0.861878453038674
2024-04-30,q_operating_margin,125,181,0.6906077348066298
2024-04-30,q_cash_conversion,156,181,0.861878453038674
2024-04-30,q_debt_to_assets,146,181,0.8066298342541437
2024-04-30,q_current_ratio,146,181,0.8066298342541437
2024-04-30,g_revenue_yoy,149,181,0.8232044198895028
2024-04-30,g_net_income_yoy,157,181,0.8674033149171271
2024-04-30,g_eps_yoy,153,181,0.8453038674033149
2024-04-30,g_operating_income_yoy,133,181,0.7348066298342542
2024-04-30,v_earnings_yield,146,181,0.8066298342541437
2024-04-30,v_sales_yield,139,181,0.7679558011049724
2024-04-30,v_book_to_market,150,181,0.8287292817679558
2024-04-30,v_fcf_yield,118,181,0.6519337016574586
2024-05-31,q_roa,158,181,0.8729281767955801
2024-05-31,q_roe,157,181,0.8674033149171271
2024-05-31,q_operating_margin,126,181,0.6961325966850829
2024-05-31,q_cash_conversion,157,181,0.8674033149171271
2024-05-31,q_debt_to_assets,146,181,0.8066298342541437
2024-05-31,q_current_ratio,146,181,0.8066298342541437
2024-05-31,g_revenue_yoy,150,181,0.8287292817679558
2024-05-31,g_net_income_yoy,158,181,0.8729281767955801
2024-05-31,g_eps_yoy,154,181,0.850828729281768
2024-05-31,g_operating_income_yoy,134,181,0.7403314917127072
2024-05-31,v_earnings_yield,147,181,0.8121546961325967
2024-05-31,v_sales_yield,140,181,0.7734806629834254
2024-05-31,v_book_to_market,151,181,0.8342541436464088
2024-05-31,v_fcf_yield,119,181,0.6574585635359116
2024-06-30,q_roa,158,181,0.8729281767955801
2024-06-30,q_roe,157,181,0.8674033149171271
2024-06-30,q_operating_margin,126,181,0.6961325966850829
2024-06-30,q_cash_conversion,157,181,0.8674033149171271
2024-06-30,q_debt_to_assets,146,181,0.8066298342541437
2024-06-30,q_current_ratio,146,181,0.8066298342541437
2024-06-30,g_revenue_yoy,150,181,0.8287292817679558
2024-06-30,g_net_income_yoy,158,181,0.8729281767955801
2024-06-30,g_eps_yoy,154,181,0.850828729281768
2024-06-30,g_operating_income_yoy,134,181,0.7403314917127072
2024-06-30,v_earnings_yield,147,181,0.8121546961325967
2024-06-30,v_sales_yield,140,181,0.7734806629834254
2024-06-30,v_book_to_market,151,181,0.8342541436464088
2024-06-30,v_fcf_yield,119,181,0.6574585635359116
2024-07-31,q_roa,158,181,0.8729281767955801
2024-07-31,q_roe,157,181,0.8674033149171271
2024-07-31,q_operating_margin,126,181,0.6961325966850829
2024-07-31,q_cash_conversion,157,181,0.8674033149171271
2024-07-31,q_debt_to_assets,146,181,0.8066298342541437
2024-07-31,q_current_ratio,146,181,0.8066298342541437
2024-07-31,g_revenue_yoy,150,181,0.8287292817679558
2024-07-31,g_net_income_yoy,158,181,0.8729281767955801
2024-07-31,g_eps_yoy,154,181,0.850828729281768
2024-07-31,g_operating_income_yoy,134,181,0.7403314917127072
2024-07-31,v_earnings_yield,147,181,0.8121546961325967
2024-07-31,v_sales_yield,140,181,0.7734806629834254
2024-07-31,v_book_to_market,151,181,0.8342541436464088
2024-07-31,v_fcf_yield,119,181,0.6574585635359116
2024-08-31,q_roa,158,181,0.8729281767955801
2024-08-31,q_roe,157,181,0.8674033149171271
2024-08-31,q_operating_margin,126,181,0.6961325966850829
2024-08-31,q_cash_conversion,157,181,0.8674033149171271
2024-08-31,q_debt_to_assets,146,181,0.8066298342541437
2024-08-31,q_current_ratio,146,181,0.8066298342541437
2024-08-31,g_revenue_yoy,150,181,0.8287292817679558
2024-08-31,g_net_income_yoy,158,181,0.8729281767955801
2024-08-31,g_eps_yoy,154,181,0.850828729281768
2024-08-31,g_operating_income_yoy,134,181,0.7403314917127072
2024-08-31,v_earnings_yield,147,181,0.8121546961325967
2024-08-31,v_sales_yield,140,181,0.7734806629834254
2024-08-31,v_book_to_market,151,181,0.8342541436464088
2024-08-31,v_fcf_yield,119,181,0.6574585635359116
2024-09-30,q_roa,158,181,0.8729281767955801
2024-09-30,q_roe,157,181,0.8674033149171271
2024-09-30,q_operating_margin,126,181,0.6961325966850829
2024-09-30,q_cash_conversion,157,181,0.8674033149171271
2024-09-30,q_debt_to_assets,146,181,0.8066298342541437
2024-09-30,q_current_ratio,146,181,0.8066298342541437
2024-09-30,g_revenue_yoy,150,181,0.8287292817679558
2024-09-30,g_net_income_yoy,158,181,0.8729281767955801
2024-09-30,g_eps_yoy,154,181,0.850828729281768
2024-09-30,g_operating_income_yoy,134,181,0.7403314917127072
2024-09-30,v_earnings_yield,147,181,0.8121546961325967
2024-09-30,v_sales_yield,140,181,0.7734806629834254
2024-09-30,v_book_to_market,151,181,0.8342541436464088
2024-09-30,v_fcf_yield,119,181,0.6574585635359116
2024-10-31,q_roa,158,181,0.8729281767955801
2024-10-31,q_roe,157,181,0.8674033149171271
2024-10-31,q_operating_margin,126,181,0.6961325966850829
2024-10-31,q_cash_conversion,157,181,0.8674033149171271
2024-10-31,q_debt_to_assets,146,181,0.8066298342541437
2024-10-31,q_current_ratio,146,181,0.8066298342541437
2024-10-31,g_revenue_yoy,150,181,0.8287292817679558
2024-10-31,g_net_income_yoy,158,181,0.8729281767955801
2024-10-31,g_eps_yoy,154,181,0.850828729281768
2024-10-31,g_operating_income_yoy,134,181,0.7403314917127072
2024-10-31,v_earnings_yield,147,181,0.8121546961325967
2024-10-31,v_sales_yield,140,181,0.7734806629834254
2024-10-31,v_book_to_market,151,181,0.8342541436464088
2024-10-31,v_fcf_yield,119,181,0.6574585635359116
2024-11-30,q_roa,158,181,0.8729281767955801
2024-11-30,q_roe,157,181,0.8674033149171271
2024-11-30,q_operating_margin,126,181,0.6961325966850829
2024-11-30,q_cash_conversion,157,181,0.8674033149171271
2024-11-30,q_debt_to_assets,147,181,0.8121546961325967
2024-11-30,q_current_ratio,146,181,0.8066298342541437
2024-11-30,g_revenue_yoy,150,181,0.8287292817679558
2024-11-30,g_net_income_yoy,158,181,0.8729281767955801
2024-11-30,g_eps_yoy,154,181,0.850828729281768
2024-11-30,g_operating_income_yoy,134,181,0.7403314917127072
2024-11-30,v_earnings_yield,147,181,0.8121546961325967
2024-11-30,v_sales_yield,140,181,0.7734806629834254
2024-11-30,v_book_to_market,152,181,0.8397790055248618
2024-11-30,v_fcf_yield,119,181,0.6574585635359116
2024-12-31,q_roa,158,181,0.8729281767955801
2024-12-31,q_roe,157,181,0.8674033149171271
2024-12-31,q_operating_margin,126,181,0.6961325966850829
2024-12-31,q_cash_conversion,157,181,0.8674033149171271
2024-12-31,q_debt_to_assets,147,181,0.8121546961325967
2024-12-31,q_current_ratio,146,181,0.8066298342541437
2024-12-31,g_revenue_yoy,150,181,0.8287292817679558
2024-12-31,g_net_income_yoy,158,181,0.8729281767955801
2024-12-31,g_eps_yoy,154,181,0.850828729281768
2024-12-31,g_operating_income_yoy,134,181,0.7403314917127072
2024-12-31,v_earnings_yield,147,181,0.8121546961325967
2024-12-31,v_sales_yield,140,181,0.7734806629834254
2024-12-31,v_book_to_market,152,181,0.8397790055248618
2024-12-31,v_fcf_yield,119,181,0.6574585635359116
2025-01-31,q_roa,158,181,0.8729281767955801
2025-01-31,q_roe,157,181,0.8674033149171271
2025-01-31,q_operating_margin,127,181,0.7016574585635359
2025-01-31,q_cash_conversion,157,181,0.8674033149171271
2025-01-31,q_debt_to_assets,147,181,0.8121546961325967
2025-01-31,q_current_ratio,146,181,0.8066298342541437
2025-01-31,g_revenue_yoy,151,181,0.8342541436464088
2025-01-31,g_net_income_yoy,158,181,0.8729281767955801
2025-01-31,g_eps_yoy,154,181,0.850828729281768
2025-01-31,g_operating_income_yoy,134,181,0.7403314917127072
2025-01-31,v_earnings_yield,147,181,0.8121546961325967
2025-01-31,v_sales_yield,141,181,0.7790055248618785
2025-01-31,v_book_to_market,152,181,0.8397790055248618
2025-01-31,v_fcf_yield,119,181,0.6574585635359116
2025-02-28,q_roa,159,181,0.8784530386740331
2025-02-28,q_roe,158,181,0.8729281767955801
2025-02-28,q_operating_margin,129,181,0.712707182320442
2025-02-28,q_cash_conversion,158,181,0.8729281767955801
2025-02-28,q_debt_to_assets,147,181,0.8121546961325967
2025-02-28,q_current_ratio,146,181,0.8066298342541437
2025-02-28,g_revenue_yoy,152,181,0.8397790055248618
2025-02-28,g_net_income_yoy,159,181,0.8784530386740331
2025-02-28,g_eps_yoy,155,181,0.856353591160221
2025-02-28,g_operating_income_yoy,136,181,0.7513812154696132
2025-02-28,v_earnings_yield,148,181,0.8176795580110497
2025-02-28,v_sales_yield,142,181,0.7845303867403315
2025-02-28,v_book_to_market,152,181,0.8397790055248618
2025-02-28,v_fcf_yield,120,181,0.6629834254143646
2025-03-31,q_roa,159,181,0.8784530386740331
2025-03-31,q_roe,158,181,0.8729281767955801
2025-03-31,q_operating_margin,129,181,0.712707182320442
2025-03-31,q_cash_conversion,158,181,0.8729281767955801
2025-03-31,q_debt_to_assets,147,181,0.8121546961325967
2025-03-31,q_current_ratio,146,181,0.8066298342541437
2025-03-31,g_revenue_yoy,152,181,0.8397790055248618
2025-03-31,g_net_income_yoy,159,181,0.8784530386740331
2025-03-31,g_eps_yoy,155,181,0.856353591160221
2025-03-31,g_operating_income_yoy,136,181,0.7513812154696132
2025-03-31,v_earnings_yield,148,181,0.8176795580110497
2025-03-31,v_sales_yield,142,181,0.7845303867403315
2025-03-31,v_book_to_market,152,181,0.8397790055248618
2025-03-31,v_fcf_yield,120,181,0.6629834254143646
2025-04-30,q_roa,159,181,0.8784530386740331
2025-04-30,q_roe,158,181,0.8729281767955801
2025-04-30,q_operating_margin,129,181,0.712707182320442
2025-04-30,q_cash_conversion,158,181,0.8729281767955801
2025-04-30,q_debt_to_assets,147,181,0.8121546961325967
2025-04-30,q_current_ratio,146,181,0.8066298342541437
2025-04-30,g_revenue_yoy,152,181,0.8397790055248618
2025-04-30,g_net_income_yoy,159,181,0.8784530386740331
2025-04-30,g_eps_yoy,155,181,0.856353591160221
2025-04-30,g_operating_income_yoy,136,181,0.7513812154696132
2025-04-30,v_earnings_yield,148,181,0.8176795580110497
2025-04-30,v_sales_yield,142,181,0.7845303867403315
2025-04-30,v_book_to_market,152,181,0.8397790055248618
2025-04-30,v_fcf_yield,120,181,0.6629834254143646
2025-05-31,q_roa,159,181,0.8784530386740331
2025-05-31,q_roe,158,181,0.8729281767955801
2025-05-31,q_operating_margin,129,181,0.712707182320442
2025-05-31,q_cash_conversion,158,181,0.8729281767955801
2025-05-31,q_debt_to_assets,148,181,0.8176795580110497
2025-05-31,q_current_ratio,146,181,0.8066298342541437
2025-05-31,g_revenue_yoy,152,181,0.8397790055248618
2025-05-31,g_net_income_yoy,159,181,0.8784530386740331
2025-05-31,g_eps_yoy,155,181,0.856353591160221
2025-05-31,g_operating_income_yoy,136,181,0.7513812154696132
2025-05-31,v_earnings_yield,148,181,0.8176795580110497
2025-05-31,v_sales_yield,142,181,0.7845303867403315
2025-05-31,v_book_to_market,152,181,0.8397790055248618
2025-05-31,v_fcf_yield,120,181,0.6629834254143646
2025-06-30,q_roa,159,181,0.8784530386740331
2025-06-30,q_roe,158,181,0.8729281767955801
2025-06-30,q_operating_margin,129,181,0.712707182320442
2025-06-30,q_cash_conversion,158,181,0.8729281767955801
2025-06-30,q_debt_to_assets,148,181,0.8176795580110497
2025-06-30,q_current_ratio,146,181,0.8066298342541437
2025-06-30,g_revenue_yoy,152,181,0.8397790055248618
2025-06-30,g_net_income_yoy,159,181,0.8784530386740331
2025-06-30,g_eps_yoy,155,181,0.856353591160221
2025-06-30,g_operating_income_yoy,136,181,0.7513812154696132
2025-06-30,v_earnings_yield,149,181,0.8232044198895028
2025-06-30,v_sales_yield,142,181,0.7845303867403315
2025-06-30,v_book_to_market,153,181,0.8453038674033149
2025-06-30,v_fcf_yield,121,181,0.6685082872928176
2025-07-31,q_roa,159,181,0.8784530386740331
2025-07-31,q_roe,158,181,0.8729281767955801
2025-07-31,q_operating_margin,129,181,0.712707182320442
2025-07-31,q_cash_conversion,158,181,0.8729281767955801
2025-07-31,q_debt_to_assets,148,181,0.8176795580110497
2025-07-31,q_current_ratio,146,181,0.8066298342541437
2025-07-31,g_revenue_yoy,152,181,0.8397790055248618
2025-07-31,g_net_income_yoy,159,181,0.8784530386740331
2025-07-31,g_eps_yoy,155,181,0.856353591160221
2025-07-31,g_operating_income_yoy,136,181,0.7513812154696132
2025-07-31,v_earnings_yield,149,181,0.8232044198895028
2025-07-31,v_sales_yield,142,181,0.7845303867403315
2025-07-31,v_book_to_market,153,181,0.8453038674033149
2025-07-31,v_fcf_yield,121,181,0.6685082872928176
2025-08-31,q_roa,159,181,0.8784530386740331
2025-08-31,q_roe,158,181,0.8729281767955801
2025-08-31,q_operating_margin,129,181,0.712707182320442
2025-08-31,q_cash_conversion,158,181,0.8729281767955801
2025-08-31,q_debt_to_assets,148,181,0.8176795580110497
2025-08-31,q_current_ratio,146,181,0.8066298342541437
2025-08-31,g_revenue_yoy,152,181,0.8397790055248618
2025-08-31,g_net_income_yoy,159,181,0.8784530386740331
2025-08-31,g_eps_yoy,155,181,0.856353591160221
2025-08-31,g_operating_income_yoy,136,181,0.7513812154696132
2025-08-31,v_earnings_yield,149,181,0.8232044198895028
2025-08-31,v_sales_yield,142,181,0.7845303867403315
2025-08-31,v_book_to_market,153,181,0.8453038674033149
2025-08-31,v_fcf_yield,121,181,0.6685082872928176
2025-09-30,q_roa,159,181,0.8784530386740331
2025-09-30,q_roe,158,181,0.8729281767955801
2025-09-30,q_operating_margin,129,181,0.712707182320442
2025-09-30,q_cash_conversion,158,181,0.8729281767955801
2025-09-30,q_debt_to_assets,148,181,0.8176795580110497
2025-09-30,q_current_ratio,146,181,0.8066298342541437
2025-09-30,g_revenue_yoy,152,181,0.8397790055248618
2025-09-30,g_net_income_yoy,159,181,0.8784530386740331
2025-09-30,g_eps_yoy,155,181,0.856353591160221
2025-09-30,g_operating_income_yoy,136,181,0.7513812154696132
2025-09-30,v_earnings_yield,149,181,0.8232044198895028
2025-09-30,v_sales_yield,142,181,0.7845303867403315
2025-09-30,v_book_to_market,153,181,0.8453038674033149
2025-09-30,v_fcf_yield,121,181,0.6685082872928176
2025-10-31,q_roa,159,181,0.8784530386740331
2025-10-31,q_roe,158,181,0.8729281767955801
2025-10-31,q_operating_margin,129,181,0.712707182320442
2025-10-31,q_cash_conversion,158,181,0.8729281767955801
2025-10-31,q_debt_to_assets,148,181,0.8176795580110497
2025-10-31,q_current_ratio,146,181,0.8066298342541437
2025-10-31,g_revenue_yoy,152,181,0.8397790055248618
2025-10-31,g_net_income_yoy,159,181,0.8784530386740331
2025-10-31,g_eps_yoy,155,181,0.856353591160221
2025-10-31,g_operating_income_yoy,136,181,0.7513812154696132
2025-10-31,v_earnings_yield,149,181,0.8232044198895028
2025-10-31,v_sales_yield,142,181,0.7845303867403315
2025-10-31,v_book_to_market,153,181,0.8453038674033149
2025-10-31,v_fcf_yield,121,181,0.6685082872928176
2025-11-30,q_roa,159,181,0.8784530386740331
2025-11-30,q_roe,158,181,0.8729281767955801
2025-11-30,q_operating_margin,129,181,0.712707182320442
2025-11-30,q_cash_conversion,159,181,0.8784530386740331
2025-11-30,q_debt_to_assets,148,181,0.8176795580110497
2025-11-30,q_current_ratio,146,181,0.8066298342541437
2025-11-30,g_revenue_yoy,152,181,0.8397790055248618
2025-11-30,g_net_income_yoy,159,181,0.8784530386740331
2025-11-30,g_eps_yoy,155,181,0.856353591160221
2025-11-30,g_operating_income_yoy,136,181,0.7513812154696132
2025-11-30,v_earnings_yield,149,181,0.8232044198895028
2025-11-30,v_sales_yield,142,181,0.7845303867403315
2025-11-30,v_book_to_market,153,181,0.8453038674033149
2025-11-30,v_fcf_yield,122,181,0.6740331491712708
2025-12-31,q_roa,159,181,0.8784530386740331
2025-12-31,q_roe,158,181,0.8729281767955801
2025-12-31,q_operating_margin,129,181,0.712707182320442
2025-12-31,q_cash_conversion,159,181,0.8784530386740331
2025-12-31,q_debt_to_assets,148,181,0.8176795580110497
2025-12-31,q_current_ratio,146,181,0.8066298342541437
2025-12-31,g_revenue_yoy,152,181,0.8397790055248618
2025-12-31,g_net_income_yoy,159,181,0.8784530386740331
2025-12-31,g_eps_yoy,155,181,0.856353591160221
2025-12-31,g_operating_income_yoy,136,181,0.7513812154696132
2025-12-31,v_earnings_yield,149,181,0.8232044198895028
2025-12-31,v_sales_yield,142,181,0.7845303867403315
2025-12-31,v_book_to_market,153,181,0.8453038674033149
2025-12-31,v_fcf_yield,122,181,0.6740331491712708
2026-01-31,q_roa,159,181,0.8784530386740331
2026-01-31,q_roe,158,181,0.8729281767955801
2026-01-31,q_operating_margin,129,181,0.712707182320442
2026-01-31,q_cash_conversion,159,181,0.8784530386740331
2026-01-31,q_debt_to_assets,148,181,0.8176795580110497
2026-01-31,q_current_ratio,146,181,0.8066298342541437
2026-01-31,g_revenue_yoy,152,181,0.8397790055248618
2026-01-31,g_net_income_yoy,159,181,0.8784530386740331
2026-01-31,g_eps_yoy,155,181,0.856353591160221
2026-01-31,g_operating_income_yoy,136,181,0.7513812154696132
2026-01-31,v_earnings_yield,149,181,0.8232044198895028
2026-01-31,v_sales_yield,142,181,0.7845303867403315
2026-01-31,v_book_to_market,153,181,0.8453038674033149
2026-01-31,v_fcf_yield,122,181,0.6740331491712708
2026-02-28,q_roa,159,181,0.8784530386740331
2026-02-28,q_roe,158,181,0.8729281767955801
2026-02-28,q_operating_margin,129,181,0.712707182320442
2026-02-28,q_cash_conversion,160,181,0.8839779005524862
2026-02-28,q_debt_to_assets,148,181,0.8176795580110497
2026-02-28,q_current_ratio,146,181,0.8066298342541437
2026-02-28,g_revenue_yoy,152,181,0.8397790055248618
2026-02-28,g_net_income_yoy,160,181,0.8839779005524862
2026-02-28,g_eps_yoy,155,181,0.856353591160221
2026-02-28,g_operating_income_yoy,137,181,0.7569060773480663
2026-02-28,v_earnings_yield,150,181,0.8287292817679558
2026-02-28,v_sales_yield,142,181,0.7845303867403315
2026-02-28,v_book_to_market,153,181,0.8453038674033149
2026-02-28,v_fcf_yield,122,181,0.6740331491712708
2026-03-31,q_roa,160,181,0.8839779005524862
2026-03-31,q_roe,159,181,0.8784530386740331
2026-03-31,q_operating_margin,129,181,0.712707182320442
2026-03-31,q_cash_conversion,161,181,0.8895027624309392
2026-03-31,q_debt_to_assets,149,181,0.8232044198895028
2026-03-31,q_current_ratio,147,181,0.8121546961325967
2026-03-31,g_revenue_yoy,152,181,0.8397790055248618
2026-03-31,g_net_income_yoy,161,181,0.8895027624309392
2026-03-31,g_eps_yoy,156,181,0.861878453038674
2026-03-31,g_operating_income_yoy,138,181,0.7624309392265194
2026-03-31,v_earnings_yield,151,181,0.8342541436464088
2026-03-31,v_sales_yield,142,181,0.7845303867403315
2026-03-31,v_book_to_market,154,181,0.850828729281768
2026-03-31,v_fcf_yield,122,181,0.6740331491712708
2026-04-30,q_roa,160,181,0.8839779005524862
2026-04-30,q_roe,159,181,0.8784530386740331
2026-04-30,q_operating_margin,129,181,0.712707182320442
2026-04-30,q_cash_conversion,161,181,0.8895027624309392
2026-04-30,q_debt_to_assets,149,181,0.8232044198895028
2026-04-30,q_current_ratio,147,181,0.8121546961325967
2026-04-30,g_revenue_yoy,152,181,0.8397790055248618
2026-04-30,g_net_income_yoy,161,181,0.8895027624309392
2026-04-30,g_eps_yoy,156,181,0.861878453038674
2026-04-30,g_operating_income_yoy,138,181,0.7624309392265194
2026-04-30,v_earnings_yield,151,181,0.8342541436464088
2026-04-30,v_sales_yield,142,181,0.7845303867403315
2026-04-30,v_book_to_market,154,181,0.850828729281768
2026-04-30,v_fcf_yield,122,181,0.6740331491712708
2026-05-31,q_roa,160,181,0.8839779005524862
2026-05-31,q_roe,159,181,0.8784530386740331
2026-05-31,q_operating_margin,129,181,0.712707182320442
2026-05-31,q_cash_conversion,161,181,0.8895027624309392
2026-05-31,q_debt_to_assets,149,181,0.8232044198895028
2026-05-31,q_current_ratio,147,181,0.8121546961325967
2026-05-31,g_revenue_yoy,152,181,0.8397790055248618
2026-05-31,g_net_income_yoy,161,181,0.8895027624309392
2026-05-31,g_eps_yoy,156,181,0.861878453038674
2026-05-31,g_operating_income_yoy,138,181,0.7624309392265194
2026-05-31,v_earnings_yield,151,181,0.8342541436464088
2026-05-31,v_sales_yield,142,181,0.7845303867403315
2026-05-31,v_book_to_market,154,181,0.850828729281768
2026-05-31,v_fcf_yield,122,181,0.6740331491712708
2026-06-30,q_roa,160,181,0.8839779005524862
2026-06-30,q_roe,159,181,0.8784530386740331
2026-06-30,q_operating_margin,129,181,0.712707182320442
2026-06-30,q_cash_conversion,161,181,0.8895027624309392
2026-06-30,q_debt_to_assets,149,181,0.8232044198895028
2026-06-30,q_current_ratio,147,181,0.8121546961325967
2026-06-30,g_revenue_yoy,152,181,0.8397790055248618
2026-06-30,g_net_income_yoy,161,181,0.8895027624309392
2026-06-30,g_eps_yoy,156,181,0.861878453038674
2026-06-30,g_operating_income_yoy,138,181,0.7624309392265194
2026-06-30,v_earnings_yield,151,181,0.8342541436464088
2026-06-30,v_sales_yield,142,181,0.7845303867403315
2026-06-30,v_book_to_market,154,181,0.850828729281768
2026-06-30,v_fcf_yield,122,181,0.6740331491712708
2026-07-31,q_roa,160,181,0.8839779005524862
2026-07-31,q_roe,159,181,0.8784530386740331
2026-07-31,q_operating_margin,129,181,0.712707182320442
2026-07-31,q_cash_conversion,161,181,0.8895027624309392
2026-07-31,q_debt_to_assets,150,181,0.8287292817679558
2026-07-31,q_current_ratio,147,181,0.8121546961325967
2026-07-31,g_revenue_yoy,152,181,0.8397790055248618
2026-07-31,g_net_income_yoy,161,181,0.8895027624309392
2026-07-31,g_eps_yoy,156,181,0.861878453038674
2026-07-31,g_operating_income_yoy,138,181,0.7624309392265194
2026-07-31,v_earnings_yield,151,181,0.8342541436464088
2026-07-31,v_sales_yield,142,181,0.7845303867403315
2026-07-31,v_book_to_market,154,181,0.850828729281768
2026-07-31,v_fcf_yield,122,181,0.6740331491712708
2026-08-31,q_roa,160,181,0.8839779005524862
2026-08-31,q_roe,159,181,0.8784530386740331
2026-08-31,q_operating_margin,129,181,0.712707182320442
2026-08-31,q_cash_conversion,161,181,0.8895027624309392
2026-08-31,q_debt_to_assets,151,181,0.8342541436464088
2026-08-31,q_current_ratio,149,181,0.8232044198895028
2026-08-31,g_revenue_yoy,152,181,0.8397790055248618
2026-08-31,g_net_income_yoy,161,181,0.8895027624309392
2026-08-31,g_eps_yoy,156,181,0.861878453038674
2026-08-31,g_operating_income_yoy,138,181,0.7624309392265194
2026-08-31,v_earnings_yield,151,181,0.8342541436464088
2026-08-31,v_sales_yield,142,181,0.7845303867403315
2026-08-31,v_book_to_market,155,181,0.856353591160221
2026-08-31,v_fcf_yield,122,181,0.6740331491712708
2026-09-03,q_roa,160,181,0.8839779005524862
2026-09-03,q_roe,159,181,0.8784530386740331
2026-09-03,q_operating_margin,129,181,0.712707182320442
2026-09-03,q_cash_conversion,161,181,0.8895027624309392
2026-09-03,q_debt_to_assets,151,181,0.8342541436464088
2026-09-03,q_current_ratio,149,181,0.8232044198895028
2026-09-03,g_revenue_yoy,152,181,0.8397790055248618
2026-09-03,g_net_income_yoy,161,181,0.8895027624309392
2026-09-03,g_eps_yoy,156,181,0.861878453038674
2026-09-03,g_operating_income_yoy,138,181,0.7624309392265194
2026-09-03,v_earnings_yield,151,181,0.8342541436464088
2026-09-03,v_sales_yield,142,181,0.7845303867403315
2026-09-03,v_book_to_market,155,181,0.856353591160221
2026-09-03,v_fcf_yield,122,181,0.6740331491712708
