signal_date,execution_date,interval_end,status,gross_return,turnover,cost_return,net_return_approx,weighted_price_coverage
2014-01-31,2014-02-03,2014-03-03,OK,0.03958106928392811,0.5,0.01,0.02918525859108878,1.0
2014-02-28,2014-03-03,2014-04-01,OK,0.012409277279416514,0.9546143705996846,0.019092287411993692,-0.006919931620970932,1.0
2014-03-31,2014-04-01,2014-05-01,OK,-0.008480304514477451,0.7218974172883491,0.014437948345766982,-0.02279581466170799,1.0
2014-04-30,2014-05-01,2014-06-02,OK,0.04324362908992663,0.35280121055050906,0.007056024211010182,0.03588247678508605,1.0
2014-05-30,2014-06-02,2014-07-01,OK,0.052412259106273826,0.31383913314338785,0.006276782662867757,0.045806496084126014,1.0
2014-06-30,2014-07-01,2014-08-01,OK,-0.02344918452339214,0.1812478860745924,0.0036249577214918483,-0.026989139942383278,1.0
2014-07-31,2014-08-01,2014-09-02,OK,0.12433836891738978,0.15731045733910903,0.0031462091467821807,0.12080096525702366,1.0
2014-08-29,2014-09-02,2014-10-01,OK,-0.12430179322509081,0.06697731100111412,0.0013395462200222823,-0.12547483144785643,1.0000000000000002
2014-09-30,2014-10-01,2014-11-03,OK,0.014674224994263624,0.2612021476615355,0.0052240429532307096,0.009373523259357253,1.0
2014-10-31,2014-11-03,2014-12-01,OK,-0.010673719227793994,0.3217269360912876,0.006434538721825752,-0.01703957748994267,1.0
2014-11-28,2014-12-01,2015-01-02,OK,-0.0024272523565215132,0.07841248595694622,0.0015682497191389245,-0.003991695537834072,1.0
2014-12-31,2015-01-02,2015-02-02,OK,0.0346619345194834,0.17281887542091004,0.003456377508418201,0.031085752280193724,1.0
2015-01-30,2015-02-02,2015-03-02,OK,0.07548455158726118,0.1226785140960011,0.002453570281920022,0.07284577465282238,1.0
2015-02-27,2015-03-02,2015-04-01,OK,-0.03749845727406953,0.05857077480626177,0.0011714154961252354,-0.03862594649626305,1.0
2015-03-31,2015-04-01,2015-05-01,OK,0.08821661139113264,0.006748089952509147,0.00013496179905018294,0.08806974371950305,1.0
2015-04-30,2015-05-01,2015-06-01,OK,0.022672102971881818,0.2748226106587604,0.005496452213175208,0.017051034628149386,1.0
2015-05-29,2015-06-01,2015-07-01,OK,0.022638666082550774,0.2021143589540153,0.0040422871790803065,0.018504866913813478,1.0
2015-06-30,2015-07-01,2015-08-03,OK,0.01097139097045699,0.18702206484361666,0.0037404412968723333,0.007189911829714513,1.0
2015-07-31,2015-08-03,2015-09-01,OK,-0.0692381727898458,0.13270797682186153,0.0026541595364372307,-0.07170856316968732,1.0
2015-08-31,2015-09-01,2015-10-01,OK,-0.003550940532327393,0.11449864849327007,0.0022899729698654015,-0.0058327819443562134,1.0
2015-09-30,2015-10-01,2015-11-02,OK,0.05127398999390671,0.025589914953764222,0.0005117982990752844,0.05073594975396567,1.0
2015-10-30,2015-11-02,2015-12-01,OK,0.02261761777701448,0.2058763192081543,0.004117526384163086,0.01840696275490772,1.0
2015-11-30,2015-12-01,2016-01-04,OK,-0.0665603962012766,0.10752277561227443,0.0021504555122454885,-0.06856771654261384,1.0
2015-12-31,2016-01-04,2016-02-01,OK,-0.05540234715854335,0.24553389511011714,0.004910677902202343,-0.060040961978824026,1.0
2016-01-29,2016-02-01,2016-03-01,OK,0.03433544702865567,0.4091186177440057,0.008182372354880115,0.025872129261215848,1.0
2016-02-29,2016-03-01,2016-04-01,OK,0.07579398809349541,0.12996296069749513,0.0025992592139499025,0.07299772065763155,1.0
2016-03-31,2016-04-01,2016-05-02,OK,0.05529029813980258,0.22703450878283776,0.004540690175656756,0.05049855185057339,0.9999999999999998
2016-04-29,2016-05-02,2016-06-01,OK,-0.04786118902662505,0.2042137303787625,0.00408427460757525,-0.051749985395170506,0.9999999999999998
2016-05-31,2016-06-01,2016-07-01,OK,0.024214613307399845,0.2988580254882314,0.0059771605097646285,0.018092718167215027,1.0
2016-06-30,2016-07-01,2016-08-01,OK,0.03685117183642712,0.1930004816684371,0.003860009633368742,0.03284891632476872,0.9999999999999999
2016-07-29,2016-08-01,2016-09-01,OK,0.026374066537084125,0.1705949754633131,0.003411899509266262,0.02287218136314273,1.0000000000000002
2016-08-31,2016-09-01,2016-10-03,OK,0.027257089553827947,0.29916433071256504,0.005983286614251301,0.021110715960505733,0.9999999999999998
2016-09-30,2016-10-03,2016-11-01,OK,0.04887634571515293,0.0700272403994098,0.001400544807988196,0.0474073473949399,1.0
2016-10-31,2016-11-01,2016-12-01,OK,0.03502519875144309,0.24890061107756906,0.004978012221551381,0.02987283066244495,1.0
2016-11-30,2016-12-01,2017-01-03,OK,0.028222101791875287,0.1434652787165449,0.0028693055743308983,0.025271818383553635,1.0
2016-12-30,2017-01-03,2017-02-01,OK,0.009342080026201946,0.2045709174273453,0.004091418348546906,0.005212439320022133,1.0
2017-01-31,2017-02-01,2017-03-01,OK,0.039910444968641434,0.2346169987681701,0.004692339975363402,0.035030831616917,1.0
2017-02-28,2017-03-01,2017-04-03,OK,-0.005968966659948963,0.2220258235084735,0.0044405164701694705,-0.010382977835355023,1.0
2017-03-31,2017-04-03,2017-05-01,OK,0.029081569504470987,0.11802928125717216,0.002360585625143443,0.02665233434439873,1.0
2017-04-28,2017-05-01,2017-06-01,OK,0.0542371425112912,0.13848266346392313,0.0027696532692784628,0.05131727116294016,1.0
2017-05-31,2017-06-01,2017-07-03,OK,-0.04257885840613437,0.1004660006109778,0.002009320012219556,-0.044502623866061075,1.0
2017-06-30,2017-07-03,2017-08-01,OK,0.11609162270801784,0.005526056589308862,0.00011052113178617723,0.11596827099869889,1.0
2017-07-31,2017-08-01,2017-09-01,OK,0.0005799716114553051,0.034780052345448384,0.0006956010469089677,-0.00011603286431371984,1.0
2017-08-31,2017-09-01,2017-10-02,OK,0.00774239454181689,0.10937104455058724,0.002187420891011745,0.0055380377752378696,1.0
2017-09-29,2017-10-02,2017-11-01,OK,0.05562500232307914,0.14738798684659193,0.002947759736931839,0.05251327344393264,1.0
2017-10-31,2017-11-01,2017-12-01,OK,-0.008568331878925828,0.2044313804337103,0.004088627608674207,-0.012621926769319614,1.0000000000000002
2017-11-30,2017-12-01,2018-01-02,OK,0.0363335875431557,0.19763579052882196,0.003952715810576439,0.03223725538664235,1.0
2017-12-29,2018-01-02,2018-02-01,OK,0.16322242107749332,0.16269775555867516,0.0032539551111735033,0.1594373475349966,1.0000000000000002
2018-01-31,2018-02-01,2018-03-01,OK,-0.00888239408843918,0.05185622038263578,0.0010371244076527156,-0.009910306348384301,1.0
