cadence,signal_date,status,n_holdings,turnover_target_to_target,eligible_full_alpha,candidate_count,top_weight
WEEKLY,2014-01-31,OK,4,0.5,24,8,0.7845363179534032
WEEKLY,2014-02-07,OK,4,0.2141769453327244,24,8,0.9036569310189523
WEEKLY,2014-02-14,OK,4,0.9279873886983339,24,8,0.5259189896516123
WEEKLY,2014-02-21,OK,4,0.5369560509187284,25,8,0.7480825859227247
WEEKLY,2014-02-28,OK,4,0.43648246968149895,25,8,0.49153245415015917
WEEKLY,2014-03-07,OK,4,0.40974826804504993,25,8,0.8788015706277923
WEEKLY,2014-03-14,OK,4,0.9775208484325834,25,8,0.8357750916169475
WEEKLY,2014-03-21,OK,4,0.5932585760439079,25,8,0.4135558214051155
WEEKLY,2014-03-28,OK,4,0.9279423226812166,25,8,0.7969212782540918
WEEKLY,2014-04-04,OK,8,0.8904910366328923,25,8,0.2522033954476498
WEEKLY,2014-04-11,OK,7,0.17720467165015144,25,8,0.2492623489813128
WEEKLY,2014-04-17,OK,7,0.004919216138738143,25,8,0.254181499060254
WEEKLY,2014-04-25,OK,8,0.09549479463801228,25,8,0.2663043655476379
WEEKLY,2014-05-02,OK,8,0.1310801470246727,25,8,0.27132278521124353
WEEKLY,2014-05-09,OK,8,0.3074443585745408,25,8,0.27132276024770974
WEEKLY,2014-05-16,OK,8,0.14336021434730303,25,8,0.2637783529905714
WEEKLY,2014-05-23,OK,8,0.1226486436936548,25,8,0.26377835300497776
WEEKLY,2014-05-30,OK,8,0.06904187888594836,25,8,0.2637783507491411
WEEKLY,2014-06-06,OK,8,0.4073014344482749,25,8,0.26462063635730776
WEEKLY,2014-06-13,OK,8,0.26461296665225376,25,8,0.2646206053627387
WEEKLY,2014-06-20,OK,8,0.23714597055669673,25,8,0.2606801481977511
WEEKLY,2014-06-27,OK,8,0.18393246594108598,25,8,0.2439757149835589
WEEKLY,2014-07-03,OK,8,0.14695211635028152,25,8,0.2645655224205953
WEEKLY,2014-07-11,OK,8,0.10296393580484942,25,8,0.26456497244343524
WEEKLY,2014-07-18,OK,8,3.207206809852092e-08,25,8,0.2645649678046816
WEEKLY,2014-07-25,OK,8,0.04460206484155665,25,8,0.2319014207884833
WEEKLY,2014-08-01,OK,8,0.1463430558233254,25,8,0.24107265832852337
WEEKLY,2014-08-08,OK,8,0.11294618033932287,26,8,0.23606560772058457
WEEKLY,2014-08-15,OK,8,0.08510695320028466,26,8,0.23606559887690914
WEEKLY,2014-08-22,OK,8,0.04642609346740824,26,8,0.24483470237206148
WEEKLY,2014-08-29,OK,8,0.06575240067253188,26,8,0.24705480158234733
WEEKLY,2014-09-05,OK,8,0.066591054203286,26,8,0.2470549789361872
WEEKLY,2014-09-12,OK,8,0.11842391265733822,26,8,0.24705496869932714
WEEKLY,2014-09-19,OK,8,0.0966690154887493,26,8,0.24216154827981742
WEEKLY,2014-09-26,OK,8,0.0828538550550996,26,8,0.25016207451010697
WEEKLY,2014-10-03,OK,8,0.22897693903770902,26,8,0.2557855167655948
WEEKLY,2014-10-10,OK,8,0.12597039342911237,26,8,0.25578551516664066
WEEKLY,2014-10-17,OK,8,0.2511064596605972,26,8,0.24387273931228215
WEEKLY,2014-10-24,OK,8,0.20596577218123185,26,8,0.25541615389545885
WEEKLY,2014-10-31,OK,8,0.15746359236614782,26,8,0.26121432601323885
WEEKLY,2014-11-07,OK,8,0.18106653004210374,26,8,0.28311485980546786
WEEKLY,2014-11-14,OK,8,0.051540584047335525,26,8,0.2831168763352091
WEEKLY,2014-11-21,OK,8,0.1607952010964765,26,8,0.28311687230927296
WEEKLY,2014-11-28,OK,8,0.0050398692241338285,26,8,0.27807705177090297
WEEKLY,2014-12-05,OK,8,0.18923826758750636,26,8,0.27807704515424136
WEEKLY,2014-12-12,OK,8,0.10315321097704262,26,8,0.27807704515400217
WEEKLY,2014-12-19,OK,8,0.08592630131062291,26,8,0.27807704090878504
WEEKLY,2014-12-26,OK,8,0.08485646152716259,26,8,0.27807696494592166
WEEKLY,2015-01-02,OK,8,0.0005686220256940627,26,8,0.2780788823023628
WEEKLY,2015-01-09,OK,8,0.09635651399918985,26,8,0.2775584125544602
WEEKLY,2015-01-16,OK,8,0.009707401363329328,26,8,0.2775584098099817
WEEKLY,2015-01-23,OK,8,0.08010789642500452,26,8,0.24324121070818128
WEEKLY,2015-01-30,OK,8,0.051654187989366704,26,8,0.24324120242089595
WEEKLY,2015-02-06,OK,8,0.10556154619634749,26,8,0.24719580826798945
WEEKLY,2015-02-13,OK,8,0.03634704321902063,26,8,0.23951995867157022
WEEKLY,2015-02-20,OK,8,0.0015219675405966923,26,8,0.24104192621216697
WEEKLY,2015-02-27,OK,8,0.06119138912870048,26,8,0.24104195565940637
WEEKLY,2015-03-06,OK,8,0.061191305321406125,26,8,0.24104273473905388
WEEKLY,2015-03-13,OK,8,0.05779406745721471,26,8,0.24104229759931703
WEEKLY,2015-03-20,OK,8,0.15156525246349978,26,8,0.2749879351401414
WEEKLY,2015-03-27,OK,8,0.14967684367332015,26,8,0.2749879304001355
WEEKLY,2015-04-02,OK,8,0.08557347047735833,26,8,0.2749879145909973
WEEKLY,2015-04-10,OK,8,0.1314382135517374,26,8,0.24200396314884803
WEEKLY,2015-04-17,OK,8,0.33419725131514905,26,8,0.24733607340027655
WEEKLY,2015-04-24,OK,8,0.10409510540249098,26,8,0.25940027394711496
WEEKLY,2015-05-01,OK,8,0.1333721536863838,26,8,0.25940026327277016
WEEKLY,2015-05-08,OK,8,0.07368274119019351,26,8,0.25660078435873074
WEEKLY,2015-05-15,OK,8,0.004560585523453623,26,8,0.25204021730352183
WEEKLY,2015-05-22,OK,8,0.0980085674839089,26,8,0.2520410814953876
WEEKLY,2015-05-29,OK,8,0.2760688581936009,26,8,0.260611021696528
WEEKLY,2015-06-05,OK,8,0.1384385678384389,26,8,0.26061116156778497
WEEKLY,2015-06-12,OK,8,0.18672575763468074,26,8,0.25400267066907084
WEEKLY,2015-06-19,OK,8,0.04538822747185201,26,8,0.25380338473875547
WEEKLY,2015-06-26,OK,8,0.20366709462356936,26,8,0.2534399990019023
WEEKLY,2015-07-02,OK,8,0.09002424807933815,26,8,0.2534397137534983
WEEKLY,2015-07-10,OK,8,0.08680199468027852,26,8,0.2534397137457544
WEEKLY,2015-07-17,OK,8,0.10829646583680014,26,8,0.26069138976789596
WEEKLY,2015-07-24,OK,8,0.08984623250173998,26,8,0.2606913869454145
WEEKLY,2015-07-31,OK,8,0.05036497861377314,26,8,0.2606913895967666
WEEKLY,2015-08-07,OK,8,2.7255019549241033e-07,26,8,0.26069116409502846
WEEKLY,2015-08-14,OK,8,8.930225417681792e-06,26,8,0.2606900609406963
WEEKLY,2015-08-21,OK,8,0.13026528524091788,26,8,0.2606900528279147
WEEKLY,2015-08-28,OK,8,0.18233010527145688,26,8,0.2606900497171501
WEEKLY,2015-09-04,OK,8,5.898281552063622e-08,26,8,0.2606900409146051
WEEKLY,2015-09-11,OK,8,0.04004943795096401,26,8,0.2606900344664082
WEEKLY,2015-09-18,OK,8,3.267264810785653e-08,26,8,0.2606900252280405
WEEKLY,2015-09-25,OK,8,1.0144515328078946e-05,26,8,0.2606918395774602
WEEKLY,2015-10-02,OK,8,0.0016900010981673562,26,8,0.26069454763081
WEEKLY,2015-10-09,OK,8,0.041724358149003285,26,8,0.26069454747325127
WEEKLY,2015-10-16,OK,8,0.04251540407129206,26,8,0.26069453695988254
WEEKLY,2015-10-23,OK,8,0.07949504132417665,26,8,0.25202854886834425
WEEKLY,2015-10-30,OK,8,0.2037421332641582,26,8,0.2617893398332754
WEEKLY,2015-11-06,OK,8,2.61567338633098e-05,26,8,0.26178945257546826
WEEKLY,2015-11-13,OK,8,0.3184219976320222,26,8,0.2617894526041691
WEEKLY,2015-11-20,OK,8,0.21461934941297153,26,8,0.2637332248662808
WEEKLY,2015-11-27,OK,8,0.051408405401961024,26,8,0.2678839730654879
WEEKLY,2015-12-04,OK,8,0.0469623391066871,26,8,0.2678839733536296
WEEKLY,2015-12-11,OK,8,0.19066776666441346,26,8,0.2678839615829825
WEEKLY,2015-12-18,OK,8,0.08758382199306779,26,8,0.26788396159291517
WEEKLY,2015-12-24,OK,8,0.11425695118356322,26,8,0.2678839482104637
WEEKLY,2015-12-31,OK,8,0.05273723111855567,26,8,0.2678440978785546
WEEKLY,2016-01-08,OK,8,0.05266682067361199,26,8,0.2678440952909429
WEEKLY,2016-01-15,OK,8,0.10568387691739503,26,8,0.26474239722984516
WEEKLY,2016-01-22,OK,8,0.041941537519407344,26,8,0.26474167632165574
WEEKLY,2016-01-29,OK,8,0.25130161971922516,26,8,0.24439427995878546
WEEKLY,2016-02-05,OK,8,0.1492805812398692,26,8,0.2443941318018292
WEEKLY,2016-02-12,OK,8,0.08902825575736184,26,8,0.24892671916924036
WEEKLY,2016-02-19,OK,8,0.15259626041263924,26,8,0.2572898236784829
WEEKLY,2016-02-26,OK,8,0.10467821675698742,26,8,0.2657539636305522
WEEKLY,2016-03-04,OK,7,0.21270208696298912,26,8,0.21972927025777275
WEEKLY,2016-03-11,OK,7,0.1000606843970408,26,8,0.22764396187362781
WEEKLY,2016-03-18,OK,7,0.02689539202253048,26,8,0.25453935389615834
WEEKLY,2016-03-24,OK,7,0.06359208762729068,26,8,0.26544803424599145
WEEKLY,2016-04-01,OK,7,1.685715475541194e-08,26,8,0.2654480321069304
WEEKLY,2016-04-08,OK,7,0.05268343056824933,26,8,0.2654480285952769
WEEKLY,2016-04-15,OK,7,0.15722802294026889,26,8,0.26557481519835546
WEEKLY,2016-04-22,OK,7,0.10287404180061771,26,8,0.2624354950252068
WEEKLY,2016-04-29,OK,7,0.1019524652515805,26,8,0.2624354863440394
WEEKLY,2016-05-06,OK,7,0.1778975031105614,26,8,0.2624354737763278
WEEKLY,2016-05-13,OK,8,0.08424382209181984,26,8,0.2624354714584095
WEEKLY,2016-05-20,OK,8,0.058283359302930035,26,8,0.2624355206181384
WEEKLY,2016-05-27,OK,8,0.08034837329255852,27,8,0.24695380871575107
WEEKLY,2016-06-03,OK,7,0.113411190486569,27,8,0.24626534164196628
WEEKLY,2016-06-10,OK,7,0.07939227682234501,27,8,0.2512358886271354
WEEKLY,2016-06-17,OK,7,0.08707972378981196,27,8,0.25123592936462763
WEEKLY,2016-06-24,OK,7,0.06780795619592367,27,8,0.25123592241260145
WEEKLY,2016-07-01,OK,7,0.06781096259108273,27,8,0.25123591304745246
WEEKLY,2016-07-08,OK,7,0.09621530681827976,27,8,0.2512359054676539
