signal_date,execution_date,interval_end,end_gross_return,max_favorable_excursion,max_adverse_excursion,giveback_from_mfe,captured_share_of_positive_mfe
2017-08-31,2017-09-01,2017-10-02,0.00774239454181689,0.021836165660864056,-0.0017436013997528608,0.014093771119047166,0.3545674942232749
2017-09-29,2017-10-02,2017-11-01,0.05562500232307914,0.05562500232307914,0.0,0.0,1.0
2017-10-31,2017-11-01,2017-12-01,-0.008568331878925828,0.016685120057401973,-0.026196424454853207,0.025253451936327803,-0.5135313290793304
2017-11-30,2017-12-01,2018-01-02,0.0363335875431557,0.0363335875431557,-0.01393137378144187,0.0,1.0
2017-12-29,2018-01-02,2018-02-01,0.16322242107749332,0.19227758831309047,0.0,0.029055167235597146,0.8488894754167299
2018-01-31,2018-02-01,2018-03-01,-0.00888239408843918,0.026670021246539714,-0.08500049667719553,0.035552415334978896,-0.3330478819769077
2018-02-28,2018-03-01,2018-04-02,-0.030616268885789225,0.06068147576278664,-0.030616268885789225,0.09129774464857586,-0.504540611462269
2018-03-29,2018-04-02,2018-05-01,0.03411994519653197,0.07529629229407993,-0.0023228430658827157,0.04117634709754796,0.45314243446771424
2018-04-30,2018-05-01,2018-06-01,-0.0070924376686181696,0.08090324639647992,-0.007140226501139194,0.08799568406509808,-0.08766567454982573
2018-05-31,2018-06-01,2018-07-02,0.022179904013122666,0.05295855210628471,0.0,0.030778648093162043,0.41881628426337825
2018-06-29,2018-07-02,2018-08-01,-0.012345080290128853,0.03096258550844383,-0.013793839177816302,0.04330766579857268,-0.3987096066884407
2018-07-31,2018-08-01,2018-09-04,0.06241700026842513,0.06241700026842513,0.0,0.0,1.0
2018-08-31,2018-09-04,2018-10-01,0.02694821495199714,0.02694821495199714,-0.016751034946080313,0.0,1.0
2018-09-28,2018-10-01,2018-11-01,-0.05313460842905986,0.0,-0.09686843788686073,0.05313460842905986,
2018-10-31,2018-11-01,2018-12-03,0.0032670278656703996,0.026318317481668338,-0.05967683808792641,0.02305128961599794,0.12413513394030613
2018-11-30,2018-12-03,2019-01-02,-0.09131619476841661,0.0,-0.1395425003875102,0.09131619476841661,
2018-12-31,2019-01-02,2019-02-01,0.062152061276641746,0.06275930810050202,-0.02805884489681613,0.0006072468238602774,0.9903241950518664
2019-01-31,2019-02-01,2019-03-01,0.041318478036866495,0.04703532162169945,0.0,0.005716843584832952,0.8784563730463465
2019-02-28,2019-03-01,2019-04-01,0.04171302697598118,0.04171302697598118,-0.020375705295811546,0.0,1.0
2019-03-29,2019-04-01,2019-05-01,-0.0016319841587961155,0.019604008869436182,-0.009022702190014864,0.021235993028232297,-0.08324747094664275
2019-04-30,2019-05-01,2019-06-03,-0.11949120311200885,0.0047084876429673034,-0.11949120311200885,0.12419969075497615,-25.37783088174468
2019-05-31,2019-06-03,2019-07-01,0.11823649817810963,0.11823649817810963,0.0,0.0,1.0
2019-06-28,2019-07-01,2019-08-01,-0.010811603747370082,0.03202320922070121,-0.012222985575362959,0.04283481296807129,-0.337617746955261
2019-07-31,2019-08-01,2019-09-03,0.0015217216086548927,0.010472257330574379,-0.049236777451895586,0.008950535721919487,0.1453097990833491
2019-08-30,2019-09-03,2019-10-01,-0.015520096342306883,0.02358276289024598,-0.015520096342306883,0.03910285923255286,-0.6581118766506412
2019-09-30,2019-10-01,2019-11-01,-0.006440193269355919,0.024225731307893766,-0.015823737891515234,0.030665924577249686,-0.26584102611826754
2019-10-31,2019-11-01,2019-12-02,-0.0057295064154845,0.019330437492537784,-0.0057295064154845,0.025059943908022284,-0.2963981760731637
2019-11-29,2019-12-02,2020-01-02,0.06256475676307814,0.06421144080060659,-0.012800635906596252,0.001646684037528448,0.9743552859584348
2019-12-31,2020-01-02,2020-02-03,-0.05749809037746859,0.0,-0.06736147724873341,0.05749809037746859,
2020-01-31,2020-02-03,2020-03-02,-0.016289167403413064,0.10308444591174375,-0.06288826602535257,0.1193736133151568,-0.1580177034405279
2020-02-28,2020-03-02,2020-04-01,-0.12586215748886462,0.0186399045860217,-0.22152035436129375,0.1445020620748863,-6.752296231347142
2020-03-31,2020-04-01,2020-05-01,0.18667337005160273,0.2327944444899051,0.0,0.04612107443830238,0.8018806911850408
2020-04-30,2020-05-01,2020-06-01,0.09268339074453043,0.10813498358070643,0.0,0.015451592836176004,0.8571082888763402
2020-05-29,2020-06-01,2020-07-01,0.07912068588263205,0.07912068588263205,-0.011435258435083417,0.0,1.0
2020-06-30,2020-07-01,2020-08-03,0.07956413328233305,0.07956413328233305,-0.0019251996364480861,0.0,1.0
2020-07-31,2020-08-03,2020-09-01,0.09007410971070252,0.09007410971070252,-0.035469439265449695,0.0,1.0
2020-08-31,2020-09-01,2020-10-01,-0.060594531983480006,0.008676548127613835,-0.1192065462366094,0.06927108011109384,-6.983714155936377
2020-09-30,2020-10-01,2020-11-02,-0.049415235021181315,0.059868051973601615,-0.055286343191735324,0.10928328699478293,-0.8254024206929367
2020-10-30,2020-11-02,2020-12-01,0.1446989099805899,0.1446989099805899,0.0,0.0,1.0
2020-11-30,2020-12-01,2021-01-04,0.030697116967237304,0.055944914687069955,-0.003572147814586308,0.02524779771983265,0.5487025431881131
2020-12-31,2021-01-04,2021-02-01,0.05808897151479492,0.0804856100627666,0.0,0.02239663854797168,0.7217311451015195
2021-01-29,2021-02-01,2021-03-01,0.009943733674306985,0.05342152476159569,-0.018667196206985745,0.043477791087288706,0.18613721189507224
2021-02-26,2021-03-01,2021-04-01,0.005663790721898975,0.005663790721898975,-0.11416854227511268,0.0,1.0
2021-03-31,2021-04-01,2021-05-03,-0.00834088703573576,0.03460427028240871,-0.00834088703573576,0.04294515731814447,-0.24103635093775985
2021-04-30,2021-05-03,2021-06-01,0.0535536200674204,0.0535536200674204,-0.031025713944789056,0.0,1.0
2021-05-28,2021-06-01,2021-07-01,0.07947474695220658,0.0826237024078794,0.0,0.0031489554556728278,0.9618879889922177
2021-06-30,2021-07-01,2021-08-02,0.03229853602928394,0.03648514699622363,-0.010662831870599463,0.004186610966939688,0.8852516349359091
2021-07-30,2021-08-02,2021-09-01,0.027521781264408546,0.04229016067489448,-0.027012168510907195,0.014768379410485935,0.65078450460338
2021-08-31,2021-09-01,2021-10-01,-0.04200814627577106,0.004541807497338242,-0.04512216358450718,0.046549953773109304,-9.249213292370985
2021-09-30,2021-10-01,2021-11-01,0.06694456501750767,0.06720280698373796,-0.016534639583003708,0.0002582419662302826,0.9961572741106964
2021-10-29,2021-11-01,2021-12-01,0.014141248472429074,0.057592023352282286,0.0,0.043450774879853216,0.2455417894580479
2021-11-30,2021-12-01,2022-01-03,0.030054375883033533,0.0419397257665102,-0.008835082765165278,0.011885349883476667,0.7166087840047971
2021-12-31,2022-01-03,2022-02-01,-0.09778265114623982,0.0,-0.15500621976645798,0.09778265114623982,
2022-01-31,2022-02-01,2022-03-01,0.0202431861552253,0.02560812210178891,-0.021029501071165635,0.00536493594656361,0.7904986579945731
2022-02-28,2022-03-01,2022-04-01,0.06268752988380633,0.07397643872234833,-0.02338179574431499,0.011288908838542,0.8473985902334116
2022-03-31,2022-04-01,2022-05-02,-0.04240072218639979,0.05757619535924938,-0.04240072218639979,0.09997691754564916,-0.7364279963592331
2022-04-29,2022-05-02,2022-06-01,0.049767694456612874,0.0650337426552145,-0.0319665831828581,0.015266048198601626,0.7652595779465328
2022-05-31,2022-06-01,2022-07-01,-0.1753336243827256,0.035362110346405164,-0.19002339945041213,0.21069573472913075,-4.9582341852668765
2022-06-30,2022-07-01,2022-08-01,0.11111823251177182,0.1249250060336098,-0.04400458326788682,0.013806773521837984,0.8894795048629143
2022-07-29,2022-08-01,2022-09-01,0.0133864887965037,0.09207960358519092,-0.020933150685394794,0.07869311478868722,0.14537952244895022
2022-08-31,2022-09-01,2022-10-03,-0.023254463675639676,0.034698670634476,-0.11952314399038112,0.05795313431011567,-0.6701831295097064
2022-09-30,2022-10-03,2022-11-01,0.15273418556280946,0.15273418556280946,0.0,0.0,1.0
2022-10-31,2022-11-01,2022-12-01,0.00854504252525134,0.019130740861330764,-0.044697545694492136,0.010585698336079424,0.44666553100008555
2022-11-30,2022-12-01,2023-01-03,-0.07772712355989145,0.004119842153737568,-0.07772712355989145,0.08184696571362901,-18.866529507538658
2022-12-30,2023-01-03,2023-02-01,0.10531751560395677,0.15901681400705348,0.0,0.0536992984030967,0.6623042743095408
2023-01-31,2023-02-01,2023-03-01,0.012527678324555787,0.028349024887098086,-0.033608977574318535,0.015821346562542297,0.44190861500344775
2023-02-28,2023-03-01,2023-04-03,-0.026468534941674574,0.025177960716985706,-0.11245755001692505,0.05164649565866028,-1.051258091916007
2023-03-31,2023-04-03,2023-05-01,-0.043203637194309606,0.0,-0.06918520097970456,0.043203637194309606,
2023-04-28,2023-05-01,2023-06-01,0.014777983516653279,0.021528251661741007,-0.04776619580829688,0.0067502681450877285,0.6864460592922189
2023-05-31,2023-06-01,2023-07-03,0.08060765318886977,0.08060765318886977,0.0,0.0,1.0
2023-06-30,2023-07-03,2023-08-01,0.05747313671171675,0.05747313671171675,-0.023121235106208168,0.0,1.0
2023-07-31,2023-08-01,2023-09-01,0.0019658862296980167,0.0019658862296980167,-0.0377703638988409,0.0,1.0
2023-08-31,2023-09-01,2023-10-02,-0.023311639786086063,0.017015627258155662,-0.03370299055158085,0.04032726704424172,-1.3700135429866505
2023-09-29,2023-10-02,2023-11-01,-0.0058959703566754534,0.01803905482674411,-0.04096193580819234,0.023935025183419563,-0.3268447495338992
2023-10-31,2023-11-01,2023-12-01,0.07946507479449852,0.07946507479449852,-0.0016281759123521102,0.0,1.0
2023-11-30,2023-12-01,2024-01-02,0.04476329078532317,0.06771260654658016,-0.02524643070837221,0.022949315761256993,0.661077649618023
2023-12-29,2024-01-02,2024-02-01,0.09482929600843183,0.09482929600843183,-0.0020564609935327053,0.0,1.0
2024-01-31,2024-02-01,2024-03-01,0.05243272241589653,0.05243272241589653,-0.001191095021805733,0.0,1.0
2024-02-29,2024-03-01,2024-04-01,0.03382859680151964,0.03382859680151964,-0.022556728440845927,0.0,1.0
2024-03-28,2024-04-01,2024-05-01,-0.004704301725924053,0.02366452075989545,-0.03511334096732954,0.028368822485819505,-0.19879133719439143
2024-04-30,2024-05-01,2024-06-03,0.03115921502907086,0.04089110136018553,0.0,0.009731886331114672,0.7620047881471267
2024-05-31,2024-06-03,2024-07-01,0.0186295127642813,0.044918177479726186,-0.001250211602637844,0.026288664715444887,0.4147432912363759
2024-06-28,2024-07-01,2024-08-01,-0.03311584236912632,0.03073668368096847,-0.03848961857822732,0.06385252605009478,-1.077404534362013
2024-07-31,2024-08-01,2024-09-03,0.048384581869682024,0.08187992845904432,-0.04764510550822016,0.0334953465893623,0.5909211546744768
2024-08-30,2024-09-03,2024-10-01,0.026477112799845066,0.026514723435312915,-0.021494001033047,3.76106354678489e-05,0.9985815188470811
2024-09-30,2024-10-01,2024-11-01,-0.009527109830866692,0.028901471746341733,-0.009527109830866692,0.03842858157720842,-0.3296409924893395
2024-10-31,2024-11-01,2024-12-02,0.10533258979091051,0.10640166150186658,-0.001791029084978704,0.0010690717109560766,0.9899524904417275
2024-11-29,2024-12-02,2025-01-02,-0.04521611340335652,0.005934016727095798,-0.045553592597251134,0.05115013013045232,-7.619815629587213
2024-12-31,2025-01-02,2025-02-03,0.07801375359365528,0.08567616539838674,-0.007334172295601532,0.007662411804731456,0.9105654207433082
2025-01-31,2025-02-03,2025-03-03,0.0023798811166970716,0.03036029855165011,-0.0035813561156610553,0.027980417434953036,0.07838793523878977
2025-02-28,2025-03-03,2025-04-01,-0.0047361778058126495,0.005724885109084475,-0.06424204436505734,0.010461062914897123,-0.8272965685018019
2025-03-31,2025-04-01,2025-05-01,0.019162904855019012,0.02186407242019985,-0.10470011259781216,0.002701167565180837,0.8764563383587555
2025-04-30,2025-05-01,2025-06-02,0.03408231657765568,0.03408231657765568,-0.0038892933670258137,0.0,1.0
2025-05-30,2025-06-02,2025-07-01,0.02502585869481762,0.030730112182332285,-0.01013564794572476,0.0057042534875146635,0.8143757675315543
2025-06-30,2025-07-01,2025-08-01,0.006884383419957497,0.02143387757244233,-0.018665382753409857,0.014549494152484833,0.3211916927625261
2025-07-31,2025-08-01,2025-09-02,0.06895434029458233,0.07314503969180691,0.0,0.004190699397224579,0.9427069912753908
2025-08-29,2025-09-02,2025-10-01,0.06851010762542493,0.06851010762542493,-0.0006459850766786082,0.0,1.0
2025-09-30,2025-10-01,2025-11-03,-0.018571145875811313,0.012350660639104092,-0.03737127246472488,0.030921806514915405,-1.5036560730210826
2025-10-31,2025-11-03,2025-12-01,0.010718796978187365,0.050981415088455974,-0.019544182971951485,0.04026261811026861,0.21024910665169996
2025-11-28,2025-12-01,2026-01-02,0.01711963678499362,0.0269085889724045,-0.010307975940191894,0.009788952187410882,0.6362145857053403
2025-12-31,2026-01-02,2026-02-02,0.07923395900240617,0.15066641122638458,0.0,0.07143245222397841,0.5258900000170096
2026-01-30,2026-02-02,2026-03-02,0.08458008668594763,0.08458008668594763,-0.018135240589093403,0.0,1.0
2026-02-27,2026-03-02,2026-04-01,-0.003944353362366236,0.0,-0.03776502821754151,0.003944353362366236,
2026-03-31,2026-04-01,2026-05-01,0.027315542567517732,0.0528868198175294,0.0,0.025571277250011668,0.5164905483400604
2026-04-30,2026-05-01,2026-06-01,-0.02403337718116288,0.0,-0.02403337718116288,0.02403337718116288,
2026-05-29,2026-06-01,2026-07-01,0.056941468637126444,0.08890601618303122,-0.009913993022664424,0.031964547545904776,0.6404681154523985
2026-06-30,2026-07-01,2026-08-03,-0.003663329746656558,0.014800892140506273,-0.02030255829018862,0.018464221887162832,-0.24750736049423383
2026-07-31,2026-08-03,2026-08-31,-0.004704570081339852,0.004382226926218364,-0.008864101734993034,0.009086797007558215,-1.0735569290565365
